email,razao_social,nome_fantasia,cnpj,uf,municipio,situacao_cadastral,exemplo_produto_licitado
postodv@pandolficombustiveis.com.br,PANDOLFI COMBUSTIVEIS LTDA,POSTO PANDOLFI,17609308000131,PR,Dois Vizinhos,Ativa,"Aquisição de Combustíveis: Gasolina, Óleos Diesel S-500, Diesel S-10 e reagente ARLA 32 para abastecimento da frota muni"
inovamed@inovamedhospitalar.com,INOVAMED HOSPITALAR LTDA,,12889035000293,MG,Pouso Alegre,Ativa,AQUISICAO DE MEDICAMENTOS. 
luzia@medicsolution.com.br,MEDICSOLUTION PRODUTOS MEDICO HOSPITALARES LTDA,,07731299000101,SP,São Paulo,Ativa,AQUISIÇÃO DE PROTOSE ENDOVASCULAR
ortofen@ortofen.com.br,ORTOBENS DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,,20035686000163,SP,Porto Feliz,Ativa,Aquisição de insumos de enfermagem da linha têxtil
anderson1996lima34@gmail.com,64.599.259 ANDERSON LEAL LIMA,,64599259000183,SP,Lençóis Paulista,Ativa,"AQUISICAO DE EQUIPAMENTOS MEDICOS, HOSPITALARES E LABORATORIAIS"
contabilidade@locempreendimentos.com.br,LOC CONSTRUCOES E EMPREENDIMENTOS LTDA,LOC EMPREENDIMENTOS,04214147000135,SE,São Cristóvão,Ativa,"Registro de Preços Corporativo para contratação eventual de prestação de serviços de locação de veículos, classificação "
tabordaautomoveis@gmail.com,TABORDA AUTOMOVEIS LTDA,,61629289000105,PR,Cascavel,Ativa,"Aquisição de 01 (um) veículo automotor básico, zero quilômetro, em atendimento a Secretaria Municipal de Assistência Soc"
lourencoelourival@hotmail.com,LOURENCO E LOURIVAL PRODUCOES E PROMOCOES ARTISTICAS LTDA,,52782076000110,SP,Ribeirão Preto,Ativa,"[Publicenter] - CONTRATAÇÃO DE SHOW ARTÍSTICO (LOURENÇO E LOURIVAL) DE ATRAÇÃO CONHECIDA NACIONALMENTE, CONSAGRADA PELA "
indep.assessoriacontabil@hotmail.com,CLINICA TERAPEUTICA FENIX LTDA,CLINICA TERAPEUTICA FENIX,45826109000110,MG,Montes Claros,Ativa,CONTRATAÇÃO EMERGENCIAL DE INSTITUIÇÃO ESPECIALIZADA PARA CONTINUIDADE DE INTERNAÇÃO COMPULSÓRIA DA PACIENTE ANDREA RAFA
ortoclin.pirangucu@gmail.com,CENTRO ODONTOLOGICO ORTOCLIN LTDA,,52710671000140,MG,Piranguçu,Ativa,Prestação de serviços de saúde para atendimento aos beneficiários do Sistema de Assistência à Saúde - SiSau PMMG-CBMMG-I
contabilidade@passaromarron.com.br,TRANSPORTES COLETIVOS GRANDE LONDRINA LTDA,GRANDE LONDRINA,77557635000119,PR,Londrina,Ativa,"Contratação direto da empresa, para fornecimento de Vale transporte para utilização no Sistema de Transporte Coletivo Ur"
contatobandainaie@gmail.com,VINICIUS CRUZ BODART 13238631764,,24218812000176,ES,Piúma,Ativa,CONSTITUI O OBJETO DO PRESENTE TERMO A CONTRATACAO DE SHOW DA BANDA INAIE.
dakarsportgoiania@gmail.com,DAKAR SPORT LTDA,DAKAR SPORT,29332450000163,GO,Goiânia,Ativa,DESPESA PROVENIENTE AQUISIÇÃO DE JOGOS DE CAMISAS COMPLETO DESTINADOS À SECRETARIA  DE ESPORTE NO MUNICÍPIO DE MATRINCHÃ
comercial@bbmedica.com.br,BB MEDICA HOSPITALAR LTDA,B&B MEDICA,23523598000107,PE,Garanhuns,Ativa,CONTRATAÇÃO DE EMPRESA OBJETIVANDO O FORNECIMENTO PARCELADO DE LEITES ESPECIAIS PARA DISTRIBUIÇÃO GRATUITA AOS PACIENTES
recepcao@jbev.com.br,S4 - PRODUCOES ARTISTICAS LTDA,S4 - PRODUCOES ARTISTICAS,08047906000173,SP,Ribeirão Preto,Ativa,"CONTRATAÇÃO DA APRESENTAÇÃO ARTÍSTICA DA DUPLA JOÃO BOSCO E VINÍCIUS, A SER REALIZADA NO 35º RODEIO TAVORENSE, NO DIA 15"
marcio_labquim@outlook.com,59.999.498 MARCIO AGUIAR BRAGA,,59999498000190,SP,Guarulhos,Ativa,Aquisição do item 03 de materiais permanentes.
mc.cirurgica2021@hotmail.com,MC CIRURGICA PRODUTOS HOSPITALARES LTDA,MC CIRURGICA,12812677000103,TO,Palmas,Ativa, Registro De Preço Para Eventual Contratação De Empresa Para Aquisição De Materiais Hospitalares Para Atender As Necessi
premiumservicogestao@gmail.com,PREMIUM SERVICOS LTDA,PREMIUM SERVICOS,39254858000118,GO,Goianésia,Ativa,"CONSTITUI OBJETO DO PRESENTE INSTRUMENTO, A CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE OPERACAO, M"
atendimento@votuponto.com.br,CALEJON RELOGIOS DE PONTO LTDA,,07205546000128,SP,Votuporanga,Ativa,"Contratação de Empresa para prestar o serviço de controle de ponto através de locação de
software vinculado à todos os r"
nfe@l8group.net,L8 GROUP SA,,19952299001265,ES,Vila Velha,Ativa,"PROMOVER REGISTRO DE PRECOS, PELO PERIODO DE 12 (DOZE) MESES, PARA AQUISICAO DE SOLUCAO DE REDE SEM FIO, CONFORME ESPECI"
cupinseto@cupinseto.com.br,M & D CONTROLE DE PRAGAS URBANAS LTDA,CUPINSETO,19271703000182,SC,São José,Ativa,"Contratação de empresa para execução de limpeza, higienização e desinfecção das caixas d'água para atender a demanda da "
pedro-luan@hotmail.com,PEDRO LUAN DA GRACA BARBOSA,,41991245000105,SE,Aracaju,Ativa,"CONTRATAÇÃO DO ARTISTA PEDRO LUAN DA GRAÇA BARBOSA, NOME ARTÍSTICO PEDRO LUA, INSCRITO NO CNPJ Nº 41.991.245/0001-05, PA"
claudio@bbceventos.com.br,1C2B EVENTOS LTDA,1C2B,35780067000170,PB,João Pessoa,Ativa,"CONTRATAÇÃO DA EMPRESA 1C2B EVENTOS LTDA, INSCRITA NO CNPJ Nº 35.780.067/0001-70, PARA VIABILIZAR A PARTICIPAÇÃO INSTITU"
financeiro@neonmedical.com.br,NEON MEDICAL LTDA,NEON MEDICAL,41891021000121,SP,Embu das Artes,Ativa,AQUISIÇÃO DE PROTOSE ENDOVASCULAR
financeiro@negociospublicos.com.br,NP TECNOLOGIA E GESTAO DE DADOS LTDA,NP TECNOLOGIA,07797967000195,PR,São José dos Pinhais,Ativa,"Contratagdo de empresa
especializada no fornecimento de assinatura anual de ferramenta de pesquisa e comparaqdo de preq"
mdrefrigeracoes1@gmail.com,MAXUEL REFRIGERACOES ELETRICAS LTDA,MD REFRIGERACAO,22824131000126,RJ,Niterói,Ativa,Instalação e montagem de 01 ar-condicionado.
guilherme@nucleomalta.com.br,NUCLEO MALTA OFTALMOLOGIA LTDA,NUCLEO MALTA,13343432000147,MG,Luz,Ativa,Contratação sem caráter de exclusividade de pessoas jurídicas para a prestação dos serviços médicos de consultas e/ou pl
tokfinaltintas01@gmail.com,TOK FINAL TINTAS LTDA,TOK FINAL TINTAS,02203356000158,MG,Uberlândia,Ativa,"RECURSO ID 5065 - AQUISIÇÃO DE MATERIAIS PARA PINTURA PARA  ATENDER AS DEMANDAS DO MUNICIPIO DE PATROCINIO/MG, SOLICITAD"
fiscal@contabilidaderezede.com,KSM MANUTENCAO DE MAQUINAS E EQUIPAMENTOS LTDA,KSM EQUIPAMENTOS,11319926000160,MG,Coronel Fabriciano,Ativa,"O objeto do presente Contrato é a ""Contratação da prestação de serviços de manutenção e reparo em equipamentos da lavand"
sac@sisponto.com.br,SISPONTO TECNOLOGIA LTDA,SISPONTO TECNOLOGIA,04672602000146,MG,Boa Esperança,Ativa,Contratação de empresa especializada na locação de software de tratamento de ponto RH Web/Mobile/AdminRepWeb
tesouraria@merco.far.br,MERCO SOLUCOES EM SAUDE S/A,MERCO SOLUCOES EM SAUDE,05912018000183,PR,Colombo,Ativa,Aquisição de dietas enterais e módulos nutricionais de uso continuado para atendimento da demanda do Hospital Municipal 
contato.progettare@gmail.com,BENEDETTI E FUGALI ENGENHARIA LTDA,PROGETTARE,51027691000158,RS,Veranópolis,Ativa,Contratação de empresa especializada em serviços de engenharia civil para desenvolvimento de projetos complementares par
financeiro@cimams.mg.gov.br,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA AREA MINEIRA DA SUDENE,CIMAMS,21505692000108,MG,Montes Claros,Ativa,CONTRATAÇÃO DE PRESTADOR DE SERVIÇOS PAR ATUAR NA  ÁREA DE ASSISTÊNCIA SOCIAL VINCULADO AO CREDENCIAMENTO Nº. 0022026 IN
fiscal@benenutri.com,BENENUTRI COMERCIAL LTDA,BENENUTRI,20720905000224,GO,Goiânia,Ativa,"CONTRATO 107/26, PROC 1105/26, DISPENSA 05/26, AQUISIÇÃO DE MATERIAL FARMACOLÓGICO (INSULINAS) E INSUMOS, EM CARÁTER EME"
iguatuconstrucao@hotmail.com,J. M. UCHOA JUNIOR LTDA,IGUATU TEND TUDO,46730051000170,CE,Iguatu,Ativa,"Registro de preços para futura e eventual aquisição de material de construção, elétrico, hidráulico e matérias de consum"
financeiro@scanlab.com.br,SCANLAB DIAGNOSTICA LTDA,,06335227000174,MG,Belo Horizonte,Ativa,"LOCAÇÃO DE EQUIPAMENTOS LABORATORIAIS, BEM COMO ANALISADOR BIOQUÍMICO, ANALISADOR HEMATOLÓGICO E ANALISADOR DE ENSAIO DE"
josecarlos@hdalimentos.com.br,P.A.S PROGRAMA DE ALIMENTACAO SOCIAL - INDUSTRIA E COMERCIO LTDA.,,08903201000100,PR,Fazenda Rio Grande,Ativa,Gêneros Alimentícios
gotardo@pressa.com.br,CLS CONSTRUCOES LTDA,,50344747000135,RS,Veranópolis,Ativa,"Contratação emergencial de empresa especializada para prestação de serviços de limpeza, conserto de galeria pluvial e co"
posto.cia@gmail.com,AUTO POSTO ARIPUANAN LTDA,AUTO POSTO ARIPUANAN,78727823000100,PR,Japurá,Ativa,"DISPENSA DE LICITAÇÃO PARA CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA FORNECIMENTO DE ÓLEO DIESEL S10, DESTINADO AO ABASTEC"
acessocontabil_jur@hotmail.com,MATRINCAR VEICULOS LTDA,AUTO MECANICA RIO VERMELHO,05006388000151,GO,Matrinchã,Ativa,DESPESA PROVENIENTE A CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO NA MOTONIVELADORA (PATROLA) E NA V
wellissonlimeira1@gmail.com,58.525.333 JOSE WELLISSON LIMEIRA DOS SANTOS,,58525333000114,AL,Campo Alegre,Ativa,EMISSAO DE EMPENHO PARA CONTRATAR SERVIÇO DE JARDINAGEM E ROÇAGEM NA ÁREA INTERNA DO CAMPUS PORANGATU - CREDENCIAMENTO N
comercial@srprodutosmedicos.com.br,SR EQUIPAMENTOS E SERVICOS LTDA,HEALTH PB,10757876000130,PB,João Pessoa,Ativa,Aquisição de Cânulas Diversas - Pregão Eletrônico
mateustomazinilira@gmail.com,MATEUS TOMAZINI LIRA 17450084708,,43713762000148,ES,Alfredo Chaves,Ativa,"AQUISICAO DE SACOLAS PLASTICAS TIPO CAMISETA E BOBINAS PARA ATENDER A DEMANDA EM COMPORTAR OS ALIMENTOS, PARA SEREM DIST"
saraivavidall@outlook.com,SARAIVA E VIDAL GEO CONTENCOES LTDA,SARAIVA E VIDAL GEO CONTENCOES,23909788000159,PR,Telêmaco Borba,Ativa,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, COM FORNECIMENTO DE MÃO DE OBRA E MATERIAIS, PARA A EXECUÇÃO DE SERVIÇOS DE CONTEN"
distribuidora.sudoeste@hotmail.com,DISTRIBUIDORA SUDOESTE TENDTUDO LTDA,DISTRIBUIDORA SUDOESTE,31629675000128,GO,Goiânia,Ativa,"CONTRATO Nº 06/2026 , PARA O FORNECIMENTO DE BENS DE CONSUMO, INCLUINDO UTENSÍLIOS DE COPA E COZINHA, GÊNEROS ALIMENTÍCI"
contabil@baraldocontabilidade.com.br,TOTAL SOLDAS E GASES LTDA,TOTAL SOLDAS,01985818000173,SP,Presidente Prudente,Ativa,"SETOR DE SAÚDE - AQUISIÇÃO DE FLUXÔMETROS, UMIDIFICADORES, EXTENSÕES, CATETERES E OXIGÊNIO MEDICINAL PARA UTILIZAÇÃO NAS"
tecnologia@printpage.com.br,PRINTPAGE TECNOLOGIA LTDA,,42925322000191,AL,Maceió,Ativa,"Fornecimento de serviços continuado de locação de 01 (uma) Plotter para a DINFRA, com manutenção, troca de toner e forne"
graulab@graulab.com.br,GRAULAB BRASIL MATERIAL PARA LABORATORIO S A,GRAULAB,64568710000103,SP,São Paulo,Ativa,AQUISIÇÃO DE PADRÃO NEVIRAPINA - CAS 129618-40-2 E PADRÃO OXALATO DE CÁLCIO MONOHIDRATADO CAS: 5794-28-5.
comercialodontosto@uol.com.br,R. DE F. TORRES MOLITERNO LTDA,COMERCIAL SANTO ANTONIO,19231616000100,SP,Caraguatatuba,Ativa,AQUISIÇÃO DE ESCOVA DENTAL
realcontabilidade@outlook.com.br,HCM AUTO CENTER LTDA,SONIC CENTER CAR,22975393000191,GO,Mineiros,Ativa,VALOR QUE SE EMPENHA PARA ATENDER DESPESA COM APLICACAO DE PELICULA DE CONTROLE SOLAR (INSULFILM) NOS VIDROS DA TRAILBLA
financeiro@cesarmenottiefabiano.com.br,CASO MARCADO SHOWS E EVENTOS LTDA,CASO MARCADO,27044636000191,MG,Belo Horizonte,Ativa,"Show da dupla CESAR MENOTTI E FABIANOâ€, para realizacao deshows no dia 05/07/2026, na 33A Festa do Produtor Rural do m"
lauroecommercepneus@gmail.com,LAURO E-COMMERCE DE PNEUS LTDA,,56933664000168,SC,Videira,Ativa,"AQUISIÇÃO DE PNEUS PARA MINI CARREGADEIRA 10X16.5/10 SKS 332 CAMSO, PARA ATENDER O DINFR DIVISÃO DE INFRAESTRUTURA."
wylgneraireslourencio@gmail.com,59.176.391 WYLGNER AIRES LOURENCIO,,59176391000142,TO,Brejinho de Nazaré,Ativa,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MARKETING DIGITAL E GESTÃO DE CONTEÚDO PARA REDES SOCIAIS ATENDENDO 
romeupaulino222@gmail.com,20.586.859 JOSE ROMEU SOARES PAULINO,,20586859000131,MG,Coração de Jesus,Ativa,"CREDENCIAMENTO DE GRUPOS, BANDAS E ARTISTAS MUSICAIS, EM DIFERENTES ESTILOS, PARA ATENDER AOS EVENTOS PROMOVIDOS OU APOI"
financeiro@infosmarttelecom.com.br,LUPIAN ATACADO E VAREJO LTDA,SMART SOLUCOES,55808167000175,RJ,Mangaratiba,Ativa,"CONTRATACAO DE SERVICOS DE FORNECIMENTO DE COFFEE-BREAK, CONFORME CONDICOES, QUANTIDADES E EXIGENCIAS ESTABELECIDAS NA A"
financeiro@medshalom.com.br,MEDSHALOM LTDA,MEDSHALOM,22089421000173,MA,São Luís,Ativa,Registro de Preços a serem consignados em ata para eventual e futura contratação de empresa especializada no forneciment
financeiro@gadeconsultoria.com.br,ISSACAR SOLUCOES EMPRESARIAIS LTDA,ISSACAR CERTIFICADOS,36005556000118,MG,Uberlândia,Ativa,Prestação de Serviço de emissão de certificados digitais do tipo PF A1 e e-CNPJ A1.
adm@74e.com.br,74 ENTRETENIMENTO E MARKETING LTDA,,19370140000180,SP,Jundiaí,Ativa,"CONTRATACAO DE APRESENTACAO ARTISTICA COM A BANDA BIQUINI, PARA O DIA 12 DE JULHO DE 2026, PARA O EVENTO  ROCK RIO PARDO"
contabilidade@realenergy.com.br,REAL ENERGY LTDA,,41116138000138,PE,Olinda,Ativa,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE CONSTRUÇÃO DE 25 (VINTE E CINCO) UNIDADES HABITACIONAIS, LOCALIZAD"
grupozeusdedetizadora@gmail.com,HELENA MIRANDA MUNIZ SANEAMENTOS E SERVICOS TERCEIRIZADOS LTDA.,GRUPO ZEUS DEDETIZADORA E SERVICOS TECNICOS,21489154000169,SP,Catiguá,Ativa,ATA DE REGISTRO DE PREÇO VISANDO FUTURA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS EM CONTROLE INTEGRADO DE PRAGAS URBANAS E M
crisduraocakes@gmail.com,43.655.688 JONATHAS DURAO LEAL MARTINS,,43655688000150,SP,Sarapuí,Ativa,"ATA DE REGISTRO DE PREÇOS PARA FUTURAS AQUISIÇÕES VISANDO FUTURAS AQUISIÇÕES DE PÃES E BOLOS 
PARA O MUNICIPIO DE SARAP"
danilo.nunes@twrcontabilidade.com.br,OJURAM COMERCIO DE GAS LTDA,MARUJO GAS,09437977000145,SP,São Miguel Arcanjo,Ativa,"ATA DE REGISTRO DE PREÇO PARA AQUISIÇÕES FUTURAS DE RECARGAS DE
BOTIJÕES DE GÁS GLP.
"
contato@solucoesintegradasmei.com.br,R&A COMERCIO & CIA LTDA,R&A SOLUCOES,45694790000190,RJ,Itaboraí,Ativa,"PROT.:1135(1290,00){SRP 4200/2025:}$ - FACULDADE DE CIÊNCIAS E TECNOLOGIA.

OBS.: PR 90059/2024 - UFG. 

AUTORIZACAO"
jfhospitalares@gmail.com,JF COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALARES LTDA,JF HOSPITALAR,22525517000137,SC,Lontras,Ativa,AQUISIÇÃO DE VASELINA
novabrasil.licita@hotmail.com,NOVA BRASIL LICITACOES LTDA,NOVA LICITACOES,32110552000149,SP,São Paulo,Ativa,"Aquisição de bens permanentes e equipamentos de informática e comunicação, incluindo computadores completos, aparelhos c"
eletrocentroicara@gmail.com,ELETRO CENTRO COMERCIO DE PECAS E ELETROELETRONICOS LTDA,ELETRO CENTRO,16779255000304,ES,Serra,Ativa,"Aquisição de bens permanentes e equipamentos de informática e comunicação, incluindo computadores completos, aparelhos c"
escentral@hotmail.com,PEDRO MATIAS DE ARAUJO ATIVIDADE MEDICA LTDA,,14452863000104,PR,Santa Terezinha de Itaipu,Ativa, Contratação de Empresa especializada na área de serviços de segurança e medicina do trabalho para fornecimento de junta
tekcadlicita@gmail.com,TEKCAD MOBILIARIO CORPORATIVO - IND. COM. E IMPORTACAO LTDA,TEKCAD MOBILIARIO CORPORATIVO - IND. COM E IMPORTACAO,20315728000110,RS,Carazinho,Ativa,"Aquisição de bens permanentes e equipamentos de informática e comunicação, incluindo computadores completos, aparelhos c"
assoremitaipulandia@outlook.com,ASSOREMI - ASSOCIACAO DE RECICLADORES DO MUNICIPIO DE ITAIPULANDIA,ASSOREMI,10821675000155,PR,Itaipulândia,Ativa,"Contratação de associação ou cooperativa de catadores de materiais recicláveis para execução dos serviços de coleta, tri"
led.studio@hotmail.com,LED STUDIO GRAVACAO E PUBLICIDADE LTDA.,LED STUDIO,19708867000124,PR,Missal,Ativa,"Contratação de empresa especializada na prestação de serviços de montagem e desmontagem de estruturas para eventos, bem "
pepeuguincho@hotmail.com,PEPEU GUINCHOS LTDA,PEPEU GUINCHOS,12163464000106,PR,Medianeira,Ativa,"Contratação de serviço de locação de transporte especializado, por meio carreta prancha equipada com rampa hidráulica, d"
adm.camposatacadista@gmail.com,CAMPOS SOLUCOES ATACADISTAS LTDA,,60915736000111,SC,Lages,Ativa,"Aquisição de materiais de higiene e limpeza, para suprir as demandas das unidades vinculadas à Secretaria Municipal de S"
contato@helpcontabeis.com.br,MITO SERVICOS MEDICOS LTDA,MITO SERVICOS MEDICOS,58659240000182,PR,Foz do Iguaçu,Ativa,Credenciamento de pessoas físicas ou jurídicas especializadas na prestação de serviços de Consulta especializada em Ciru
acrmedicamentos@hotmail.com,ACR MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,ACR MED DISTRIBUIDORA DE MEDICAMENTOS,56393363000199,PR,Toledo,Ativa,"Aquisição de materiais de higiene e limpeza, para suprir as demandas das unidades vinculadas à Secretaria Municipal de S"
expressopapelltda@outlook.com,EXPRESSO PAPEL LTDA,VILLE LIMPE,19691152000106,PR,Corbélia,Ativa,"Aquisição de materiais de higiene e limpeza, para suprir as demandas das unidades vinculadas à Secretaria Municipal de S"
lucasmoraesleite1233@gmail.com,LUCAS MORAES LEITE,,37968398000164,RS,Porto Alegre,Ativa,"Aquisição de materiais de higiene e limpeza, para suprir as demandas das unidades vinculadas à Secretaria Municipal de S"
elite.alarmes.10@hotmail.com,ELITE MONITORAMENTO 24HS E SEGURANCA ELETRONICA LTDA,ELITE MONITORAMENTO 24HS E SEGURANCA ELETRONICA,21230062000160,RO,Pimenta Bueno,Ativa,Aquisição de central de alarme com instalação.
victor4pontes@gmail.com,50.082.438 VICTOR JAVIER VERA FICHER,,50082438000134,PR,Quatro Pontes,Ativa,"Aquisição de bens permanentes e equipamentos de informática e comunicação, incluindo computadores completos, aparelhos c"
dplegal@agilcontabilidade.com.br,FEDERACAO PAULISTA DE BOCHA E BOLAO,,62712989000113,SP,São Paulo,Ativa,Pagamento das despesas referentes às taxas de inscrição das equipes de bocha da Fundação de Amparo ao Esporte de Jabotic
lucasfmalkut@icloud.com,ELITE DIGITAL LTDA,ELITE DIGITAL,57410545000193,SC,São Lourenço do Oeste,Ativa,"Aquisição de bens permanentes e equipamentos de informática e comunicação, incluindo computadores completos, aparelhos c"
prass70@uol.com.br,MAIKON RODRIGUES E CIA LTDA,GRUPO MR,06011587000110,PR,Marechal Cândido Rondon,Ativa,"Contratação de empresa especializada na prestação de serviços de montagem e desmontagem de estruturas para eventos, bem "
carloseleusa1210@gmail.com,54.902.167 MICHAEL THOMPSON FERREIRA SILVA,,54902167000177,GO,Matrinchã,Ativa,DESPESA PROVENIENTE A PRESTAÇÃO DE SERVIÇOS MECÂNICOS PARA MANUTENÇÃO DE MÁQUINAS DA ADMINISTRAÇÃO DO MUNICÍPIO DE MATRI
viaservlocltda@gmail.com,VIA SERVLOC LTDA,VIA SERVLOC,19307520000170,SE,Carira,Ativa,"Registro de preços para futura e eventual prestação de serviços comuns de engenharia, a fim de atender às necessidades d"
oifnnk@gmail.com,TS COMERCIO E DISTRIBUICAO LTDA,TSD,64259058000137,PR,Curitiba,Ativa,"Aquisição de móveis planejados para a cozinha hospitalar, atendendo às necessidades da Secretaria de Saúde."
multisulcd@hotmail.com,MULTISUL COMERCIO E DISTRIBUICAO LTDA,,12811487000171,RS,Erechim,Ativa,"Aquisição de materiais de higiene e limpeza, para suprir as demandas das unidades vinculadas à Secretaria Municipal de S"
escritoriocontabilitacora@outlook.com,NSA ASSESSORIA E CONSULTORIA LTDA,,16416743000187,PR,Itaipulândia,Ativa,Contratação de empresa especializada para a prestação de serviços técnicos de apoio administrativo e consultoria especia
grupomajesticeventos@gmail.com,MAJESTIC EVENTOS INTERNACIONAIS LTDA,GRUPO MAJESTIC,62893713000189,PR,Cascavel,Ativa,"Fornecimento de Brinde personalizado para celebrar os eventos do Grupo de convivência da Terceira Idade, em forma de uma"
biancadelpuerto@gmail.com,SERVICOS MEDICOS JB LTDA,,44833098000133,PR,Itaipulândia,Ativa,Credenciamento de pessoas físicas ou jurídicas especializadas na prestação de serviços de Consulta especializada em Ciru
tiagobarcelloss2017@gmail.com,55.868.203 TIAGO BORGES DE BARCELLOS,,55868203000196,PR,Itaipulândia,Ativa,Contratação direta de empresa especializada para fornecimento e instalação de mobiliário planejado para o Gabinete da Se
alimentexx@gmail.com,ALIMENTEX DISTRIBUIDORA LTDA,,41191505000168,PR,Cascavel,Ativa,"Aquisição de gêneros alimentícios para compor a cesta básica, para distribuição gratuita em atendimento ao programa de c"
sac@italineaplusdesign.com.br,FG PLUS LTDA,PLUS DESIGN,32263298000119,SP,São Paulo,Ativa,"Aquisição de móveis planejados para a cozinha hospitalar, atendendo às necessidades da Secretaria de Saúde."
dacmoveis@hotmail.com,DAC MOVEIS LTDA,DAC MOVEIS,56101450000125,PR,Francisco Alves,Ativa,"Aquisição de móveis planejados para a cozinha hospitalar, atendendo às necessidades da Secretaria de Saúde."
iemedlaboratorio@gmail.com,IEMED LAB LTDA,,57651962000128,PR,Itaipulândia,Ativa,"Credenciamento de pessoa jurídica para prestação de serviços de diagnósticos laboratoriais de análises clínicas, anatomi"
monteiro@monteiro.adv.br,MONTEIRO E MONTEIRO ADVOGADOS ASSOCIADOS,,35542612000190,PE,Recife,Ativa,Recuperação de Receitas
hpcomercioeservicos@gmail.com,H DE F PIRES SERVICOS LTDA,HP SERVICE,18655861000173,PA,Belém,Ativa,Contratação de empresa especializada na aqusição de adesivo para plotagem personalizada em veículos para atender as nece
dp.societario@unitycontabilidade.com,SILVA SOLUCAO CONTRA INCENDIO LTDA,,59348506000139,RS,Sapucaia do Sul,Ativa,INSPEÇÃO TÉCNICA E MANUTENÇÃO DE EQUIPAMENTOS DE COMBATE A INCÊNDIO DA SUPERINTENDÊNCIA DO INMETRO NO ESTADO DO RIO GRAN
societario.fiscal@gruposhark.com.br,SHARK MAQUINAS PARA CONSTRUCAO LTDA,SHARK MAQUINAS,06224121000870,RS,Passo Fundo,Ativa,Aquisição de peças para manutenção de retroescavadeira.
financeiro@techmednet.com.br,SUPPORT MED SERVICOS MEDICOS LTDA,SUPPORT MED,41240205000121,GO,Goiânia,Ativa,"SOLICITACAO DE MANUTENCAO PREVENTIVA E EMISSAO DE LAUDOS PARA EQUIPAMENTOS DA MARCA PHILLIPS DO CENTRO CIRURGICO, ENFERM"
pedro.silveira@samtronic.com.br,SAMTRONIC INDUSTRIA E COMERCIO LTDA,SAMTRONIC LIMITADA,58426628000133,SP,São Paulo,Ativa,Aquisição de material médico para demanda HCM
nutrocorefinanceiro@gmail.com,NUTROCORE CLINICA MEDICA LTDA,NUTROCORE,23486449000107,TO,Araguaína,Ativa,"CONTRATAÇÃO DE PESSOAS FÍSICAS E PESSOAS JURÍDICAS PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS, HOSPITALARES, DIAGNÓSTICOS, ESPEC"
juntacomercial@contaseg.com.br,VOAR TURISMO LTDA,VOAR TURISMO,26585506000101,TO,Palmas,Ativa,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DO SERVIÇO DE AGENCIAMENTO DE VIAGENS PARA AQUISIÇÃO DE PASSAGENS 
bravarcomercio@hotmail.com,BRAVAR COMERCIO E SERVICOS LTDA,BRAVAR COMERCIO E SERVICOS,34822886000170,GO,Goiânia,Ativa,"EMPENHO REF. AQUISIÇÃO DE ELETRODOMÉSTICOS (FRIGOBARES E REFRIGERADORES), VISANDO ATENDER ÀS NECESSIDADES DO MINISTÉRIO "
lc.alimentacao@hotmail.com,L. H. C. SOARES LTDA,L. C. ALIMENTACAO E SERVICOS,10513552000157,MA,Caxias,Ativa,"Fornecimento de alimentação para a Sessão do Tribunal do Júri designada para a data de 05 de maio de 2026,  na Comarca d"
edivaldo.bardellajunior@abbott.com,ABBOTT LABORATORIOS DO BRASIL LTDA,,56998701003484,SC,Itajaí,Ativa,"CONTRATO 108/26, PROC. 1105/26, DISPENSA 05/26, AQUISIÇÃO DE MATERIAL FARMACOLÓGICO (INSULINAS) E INSUMOS, EM CARÁTER EM"
alternativatintasmax@ig.com.br,ALTERNATIVA TINTAS LTDA,ALTERNATIVA TINTAS,05777171000145,RS,Erechim,Ativa,AQUISICAO DE TINTA PARA PINTURA NAS DEPENDENCIAIS DO CLUBE ALTO URUGUAI
jfilho-@hotmail.com,JOSE RONALDO GOMES DINIZ,,08719610000151,PB,Tenório,Ativa,Aquisição parcelada de gêneros alimentícios e produtos de bomboniere destinados à merenda escolar da Rede Municipal de E
cristalcontabil@hotmail.com,G L COMERCIAL LTDA,GL COMERCIAL,21122082000117,GO,Goiânia,Ativa,"CONTRATO Nº 07/2026 , PARA O FORNECIMENTO DE BENS DE CONSUMO, INCLUINDO GÊNEROS ALIMENTÍCIOS E PANIFICADOS."
